region,count,per100k,date
Malmö,4456,1436,2013-03-01
Malung-Sälen,204,2016,2013-03-01
Malå,8,252,2013-03-01
Mariestad,148,622,2013-03-01
Mark,216,640,2013-03-01
Markaryd,54,569,2013-03-01
Mellerud,76,852,2013-03-01
Mjölby,166,632,2013-03-01
Mora,120,599,2013-03-01
Motala,262,623,2013-03-01
Mullsjö,26,369,2013-03-01
Munkedal,76,746,2013-03-01
Munkfors,44,1206,2013-03-01
Mölndal,505,817,2013-03-01
Mönsterås,34,264,2013-03-01
Mörbylånga,42,293,2013-03-01
Nacka,723,772,2013-03-01
Nora,27,260,2013-03-01
Norberg,30,534,2013-03-01
Nordanstig,39,410,2013-03-01
Nordmaling,33,470,2013-03-01
Norrköping,1259,947,2013-03-01
Norrtälje,552,973,2013-03-01
Norsjö,21,503,2013-03-01
Nybro,110,564,2013-03-01
Nykvarn,65,685,2013-03-01
Nyköping,499,947,2013-03-01
Nynäshamn,220,824,2013-03-01
Nässjö,215,730,2013-03-01
Ockelbo,41,705,2013-03-01
Olofström,54,419,2013-03-01
Orsa,35,512,2013-03-01
Orust,76,505,2013-03-01
Osby,98,773,2013-03-01
Oskarshamn,116,443,2013-03-01
Ovanåker,29,255,2013-03-01
Oxelösund,78,689,2013-03-01
Pajala,17,270,2013-03-01
Partille,310,861,2013-03-01
Perstorp,90,1264,2013-03-01
Piteå,145,352,2013-03-01
Ragunda,28,513,2013-03-01
Robertsfors,17,253,2013-03-01
Ronneby,256,920,2013-03-01
Rättvik,38,352,2013-03-01
Sala,188,867,2013-03-01
Salem,105,659,2013-03-01
Sandviken,303,815,2013-03-01
Sigtuna,635,1483,2013-03-01
Simrishamn,154,812,2013-03-01
Sjöbo,120,654,2013-03-01
Skara,184,998,2013-03-01
Skellefteå,412,573,2013-03-01
Skinnskatteberg,26,591,2013-03-01
Skurup,123,821,2013-03-01
Skövde,349,664,2013-03-01
Smedjebacken,36,337,2013-03-01
Sollefteå,199,1011,2013-03-01
Sollentuna,583,864,2013-03-01
Solna,742,1030,2013-03-01
Sorsele,12,456,2013-03-01
Sotenäs,52,580,2013-03-01
Staffanstorp,165,730,2013-03-01
Stenungsund,179,719,2013-03-01
Stockholm,15228,1712,2013-03-01
Storfors,27,652,2013-03-01
Storuman,31,518,2013-03-01
Strängnäs,226,680,2013-03-01
Strömstad,98,791,2013-03-01
Strömsund,40,332,2013-03-01
Sundbyberg,520,1247,2013-03-01
Sundsvall,835,862,2013-03-01
Sunne,46,352,2013-03-01
Surahammar,61,619,2013-03-01
Svalöv,220,1654,2013-03-01
Svedala,110,549,2013-03-01
Svenljunga,59,575,2013-03-01
Säffle,98,641,2013-03-01
Säter,67,617,2013-03-01
Sävsjö,64,587,2013-03-01
Söderhamn,180,711,2013-03-01
Söderköping,73,515,2013-03-01
Södertälje,839,929,2013-03-01
Sölvesborg,95,565,2013-03-01
Tanum,75,610,2013-03-01
Tibro,41,383,2013-03-01
Tidaholm,90,717,2013-03-01
Tierp,128,635,2013-03-01
Timrå,78,433,2013-03-01
Tingsryd,94,774,2013-03-01
Tjörn,54,360,2013-03-01
Tomelilla,80,620,2013-03-01
Torsby,61,503,2013-03-01
Torsås,24,349,2013-03-01
Tranemo,69,597,2013-03-01
Tranås,90,495,2013-03-01
Trelleborg,361,845,2013-03-01
Trollhättan,537,956,2013-03-01
Trosa,43,371,2013-03-01
Tyresö,324,736,2013-03-01
Täby,386,586,2013-03-01
Töreboda,57,633,2013-03-01
Uddevalla,428,811,2013-03-01
Ulricehamn,125,541,2013-03-01
Umeå,709,602,2013-03-01
Upplands Väsby,358,871,2013-03-01
Upplands-Bro,225,917,2013-03-01
Uppsala,1526,748,2013-03-01
Uppvidinge,41,442,2013-03-01
Vadstena,34,462,2013-03-01
Vaggeryd,67,508,2013-03-01
Valdemarsvik,32,422,2013-03-01
Vallentuna,172,548,2013-03-01
Vansbro,27,400,2013-03-01
Vara,95,610,2013-03-01
Varberg,428,719,2013-03-01
Vaxholm,26,233,2013-03-01
Vellinge,153,454,2013-03-01
Vetlanda,148,561,2013-03-01
Vilhelmina,44,636,2013-03-01
Vimmerby,77,502,2013-03-01
Vindeln,55,1028,2013-03-01
Vingåker,73,829,2013-03-01
Vårgårda,69,625,2013-03-01
Vänersborg,241,648,2013-03-01
Vännäs,27,316,2013-03-01
Värmdö,219,553,2013-03-01
Värnamo,176,532,2013-03-01
Västervik,184,513,2013-03-01
Västerås,1299,919,2013-03-01
Växjö,918,1076,2013-03-01
Ydre,4,111,2013-03-01
Ystad,164,574,2013-03-01
Åmål,74,606,2013-03-01
Ånge,28,292,2013-03-01
Åre,152,1460,2013-03-01
Årjäng,97,979,2013-03-01
Åsele,15,514,2013-03-01
Åstorp,167,1123,2013-03-01
Åtvidaberg,34,297,2013-03-01
Älmhult,60,381,2013-03-01
Älvdalen,42,590,2013-03-01
Älvkarleby,47,517,2013-03-01
Älvsbyn,49,599,2013-03-01
Ängelholm,469,1178,2013-03-01
Öckerö,43,342,2013-03-01
Ödeshög,16,308,2013-03-01
Örebro,1406,1006,2013-03-01
Örkelljunga,150,1554,2013-03-01
Örnsköldsvik,306,556,2013-03-01
Östersund,392,656,2013-03-01
Österåker,302,748,2013-03-01
Östhammar,111,521,2013-03-01
Östra Göinge,82,601,2013-03-01
Överkalix,8,231,2013-03-01
Övertorneå,26,548,2013-03-01
Ale,199,704,2014-03-01
Alingsås,335,861,2014-03-01
Alvesta,120,619,2014-03-01
Aneby,38,594,2014-03-01
Arboga,127,936,2014-03-01
Arjeplog,18,612,2014-03-01
Arvidsjaur,37,571,2014-03-01
Arvika,183,709,2014-03-01
Askersund,76,684,2014-03-01
Avesta,170,780,2014-03-01
Bengtsfors,56,586,2014-03-01
Berg,39,548,2014-03-01
Bjurholm,15,614,2014-03-01
Bjuv,197,1327,2014-03-01
Boden,181,650,2014-03-01
Bollebygd,56,651,2014-03-01
Bollnäs,203,773,2014-03-01
Borgholm,46,432,2014-03-01
Borlänge,474,941,2014-03-01
Borås,1133,1064,2014-03-01
Botkyrka,1149,1302,2014-03-01
Boxholm,25,472,2014-03-01
Bromölla,201,1625,2014-03-01
Bräcke,34,522,2014-03-01
Burlöv,215,1253,2014-03-01
Båstad,123,857,2014-03-01
Dals-Ed,40,842,2014-03-01
Danderyd,253,784,2014-03-01
Degerfors,66,694,2014-03-01
Dorotea,17,617,2014-03-01
Eda,70,829,2014-03-01
Ekerö,112,422,2014-03-01
Eksjö,126,762,2014-03-01
Emmaboda,66,734,2014-03-01
Enköping,413,1010,2014-03-01
Eskilstuna,1363,1359,2014-03-01
Eslöv,302,942,2014-03-01
Essunga,72,1305,2014-03-01
Fagersta,128,984,2014-03-01
Falkenberg,360,854,2014-03-01
Falköping,217,676,2014-03-01
Falun,383,674,2014-03-01
Filipstad,97,916,2014-03-01
Finspång,173,823,2014-03-01
Flen,150,926,2014-03-01
Forshaga,79,697,2014-03-01
Färgelanda,33,507,2014-03-01
Gagnef,22,219,2014-03-01
Gislaved,186,648,2014-03-01
Gnesta,69,660,2014-03-01
Gnosjö,60,634,2014-03-01
Gotland,506,884,2014-03-01
Grums,107,1197,2014-03-01
Grästorp,33,586,2014-03-01
Gullspång,27,518,2014-03-01
Gällivare,108,591,2014-03-01
Gävle,1072,1096,2014-03-01
Göteborg,7779,1448,2014-03-01
Götene,86,659,2014-03-01
Habo,45,408,2014-03-01
Hagfors,67,559,2014-03-01
Hallsberg,128,837,2014-03-01
Hallstahammar,166,1067,2014-03-01
Halmstad,1037,1094,2014-03-01
Hammarö,65,428,2014-03-01
Haninge,892,1092,2014-03-01
Haparanda,81,824,2014-03-01
Heby,94,698,2014-03-01
Heby,0,0,2014-03-01
Hedemora,122,810,2014-03-01
Helsingborg,2158,1608,2014-03-01
Herrljunga,68,729,2014-03-01
Hjo,45,509,2014-03-01
Hofors,48,507,2014-03-01
Huddinge,1224,1184,2014-03-01
Hudiksvall,258,700,2014-03-01
Hultsfred,102,745,2014-03-01
Hylte,111,1095,2014-03-01
Håbo,171,855,2014-03-01
Hällefors,48,690,2014-03-01
Härjedalen,65,634,2014-03-01
Härnösand,265,1076,2014-03-01
Härryda,226,628,2014-03-01
Hässleholm,456,905,2014-03-01
Höganäs,155,615,2014-03-01
Högsby,41,713,2014-03-01
Hörby,130,871,2014-03-01
Höör,144,917,2014-03-01
Jokkmokk,27,532,2014-03-01
Järfälla,726,1038,2014-03-01
Jönköping,1072,815,2014-03-01
Kalix,99,606,2014-03-01
Kalmar,580,902,2014-03-01
Karlsborg,57,842,2014-03-01
Karlshamn,204,649,2014-03-01
Karlskoga,304,1017,2014-03-01
Karlskrona,508,792,2014-03-01
Karlstad,908,1031,2014-03-01
Katrineholm,465,1405,2014-03-01
Kil,77,650,2014-03-01
Kinda,52,531,2014-03-01
Kiruna,143,616,2014-03-01
Klippan,152,909,2014-03-01
Knivsta,77,486,2014-03-01
Kramfors,139,754,2014-03-01
Kristianstad,758,931,2014-03-01
Kristinehamn,223,928,2014-03-01
Krokom,49,335,2014-03-01
Kumla,211,1007,2014-03-01
Kungsbacka,400,514,2014-03-01
Kungsör,61,742,2014-03-01
Kungälv,295,699,2014-03-01
Kävlinge,263,885,2014-03-01
Köping,221,873,2014-03-01
Laholm,246,1040,2014-03-01
Landskrona,544,1256,2014-03-01
Laxå,38,676,2014-03-01
Lekeberg,38,519,2014-03-01
Leksand,69,454,2014-03-01
Lerum,245,620,2014-03-01
Lessebo,62,760,2014-03-01
Lidingö,337,744,2014-03-01
Lidköping,351,910,2014-03-01
Lilla Edet,113,874,2014-03-01
Lindesberg,221,952,2014-03-01
Linköping,1380,914,2014-03-01
Ljungby,192,701,2014-03-01
Ljusdal,114,602,2014-03-01
Ljusnarsberg,78,1594,2014-03-01
Lomma,120,528,2014-03-01
Ludvika,175,676,2014-03-01
Luleå,543,718,2014-03-01
Lund,1223,1062,2014-03-01
Lycksele,48,392,2014-03-01
Lysekil,96,670,2014-03-01
Malmö,5276,1672,2014-03-01
Malung-Sälen,94,939,2014-03-01
Malå,6,191,2014-03-01
Mariestad,240,1004,2014-03-01
Mark,253,748,2014-03-01
Markaryd,68,713,2014-03-01
Mellerud,101,1133,2014-03-01
Mjölby,184,698,2014-03-01
Mora,105,525,2014-03-01
Motala,326,769,2014-03-01
Mullsjö,22,311,2014-03-01
Munkedal,55,538,2014-03-01
Munkfors,22,602,2014-03-01
Mölndal,546,874,2014-03-01
Mönsterås,60,461,2014-03-01
Mörbylånga,52,360,2014-03-01
Nacka,748,785,2014-03-01
Nora,51,492,2014-03-01
Norberg,44,777,2014-03-01
Nordanstig,54,569,2014-03-01
Nordmaling,27,383,2014-03-01
Norrköping,1586,1179,2014-03-01
Norrtälje,552,965,2014-03-01
Norsjö,19,455,2014-03-01
Nybro,167,852,2014-03-01
Nykvarn,46,476,2014-03-01
Nyköping,591,1109,2014-03-01
Nynäshamn,312,1159,2014-03-01
Nässjö,314,1057,2014-03-01
Ockelbo,36,623,2014-03-01
Olofström,105,810,2014-03-01
Orsa,49,717,2014-03-01
Orust,82,545,2014-03-01
Osby,105,822,2014-03-01
Oskarshamn,154,587,2014-03-01
Ovanåker,30,263,2014-03-01
Oxelösund,105,915,2014-03-01
Pajala,29,460,2014-03-01
Partille,353,971,2014-03-01
Perstorp,88,1230,2014-03-01
Piteå,188,454,2014-03-01
Ragunda,16,294,2014-03-01
Robertsfors,29,431,2014-03-01
Ronneby,180,642,2014-03-01
Rättvik,86,799,2014-03-01
Sala,217,993,2014-03-01
Salem,123,765,2014-03-01
Sandviken,296,788,2014-03-01
Sigtuna,585,1338,2014-03-01
Simrishamn,131,692,2014-03-01
Sjöbo,122,663,2014-03-01
Skara,178,954,2014-03-01
Skellefteå,408,567,2014-03-01
Skinnskatteberg,41,927,2014-03-01
Skurup,171,1133,2014-03-01
Skövde,429,809,2014-03-01
Smedjebacken,69,645,2014-03-01
Sollefteå,129,655,2014-03-01
Sollentuna,637,927,2014-03-01
Solna,859,1170,2014-03-01
Sorsele,7,271,2014-03-01
Sotenäs,41,459,2014-03-01
Staffanstorp,196,858,2014-03-01
Stenungsund,205,817,2014-03-01
Stockholm,17250,1906,2014-03-01
Storfors,24,583,2014-03-01
Storuman,33,554,2014-03-01
Strängnäs,235,699,2014-03-01
Strömstad,106,842,2014-03-01
Strömsund,49,411,2014-03-01
Sundbyberg,690,1591,2014-03-01
Sundsvall,1023,1053,2014-03-01
Sunne,65,498,2014-03-01
Surahammar,90,911,2014-03-01
Svalöv,134,1000,2014-03-01
Svedala,132,655,2014-03-01
Svenljunga,59,571,2014-03-01
Säffle,129,843,2014-03-01
Säter,51,469,2014-03-01
Sävsjö,96,870,2014-03-01
Söderhamn,202,794,2014-03-01
Söderköping,61,429,2014-03-01
Södertälje,1182,1290,2014-03-01
Sölvesborg,103,610,2014-03-01
Tanum,96,779,2014-03-01
Tibro,66,611,2014-03-01
Tidaholm,73,580,2014-03-01
Tierp,160,792,2014-03-01
Timrå,152,842,2014-03-01
Tingsryd,77,632,2014-03-01
Tjörn,70,464,2014-03-01
Tomelilla,91,703,2014-03-01
Torsby,80,667,2014-03-01
Torsås,34,493,2014-03-01
Tranemo,42,363,2014-03-01
Tranås,142,776,2014-03-01
Trelleborg,445,1037,2014-03-01
Trollhättan,588,1036,2014-03-01
Trosa,108,917,2014-03-01
Tyresö,409,912,2014-03-01
Täby,548,820,2014-03-01
Töreboda,65,720,2014-03-01
Uddevalla,557,1046,2014-03-01
Ulricehamn,176,758,2014-03-01
Umeå,887,745,2014-03-01
Upplands Väsby,518,1244,2014-03-01
Upplands-Bro,274,1096,2014-03-01
Uppsala,2084,1010,2014-03-01
Uppvidinge,50,540,2014-03-01
Vadstena,62,839,2014-03-01
Vaggeryd,106,802,2014-03-01
Valdemarsvik,64,840,2014-03-01
Vallentuna,323,1016,2014-03-01
Vansbro,27,402,2014-03-01
Vara,155,993,2014-03-01
Varberg,465,773,2014-03-01
Vaxholm,50,444,2014-03-01
Vellinge,197,580,2014-03-01
Vetlanda,141,531,2014-03-01
Vilhelmina,43,626,2014-03-01
Vimmerby,107,700,2014-03-01
Vindeln,34,634,2014-03-01
Vingåker,64,721,2014-03-01
Vårgårda,83,749,2014-03-01
Vänersborg,355,943,2014-03-01
Vännäs,31,360,2014-03-01
Värmdö,336,837,2014-03-01
Värnamo,243,731,2014-03-01
Västervik,246,685,2014-03-01
Västerås,1599,1119,2014-03-01
Växjö,781,904,2014-03-01
Ydre,10,275,2014-03-01
Ystad,299,1042,2014-03-01
Åmål,82,668,2014-03-01
Ånge,52,546,2014-03-01
Åre,106,1011,2014-03-01
Årjäng,83,840,2014-03-01
Åsele,10,350,2014-03-01
Åstorp,199,1327,2014-03-01
Åtvidaberg,95,829,2014-03-01
Älmhult,99,625,2014-03-01
Älvdalen,37,523,2014-03-01
Älvkarleby,58,634,2014-03-01
Älvsbyn,45,551,2014-03-01
Ängelholm,338,844,2014-03-01
Öckerö,46,365,2014-03-01
Ödeshög,16,307,2014-03-01
Örebro,1540,1088,2014-03-01
Örkelljunga,105,1083,2014-03-01
Örnsköldsvik,315,572,2014-03-01
Östersund,533,885,2014-03-01
Österåker,302,740,2014-03-01
Östhammar,80,374,2014-03-01
Östra Göinge,68,494,2014-03-01
Överkalix,7,205,2014-03-01
Övertorneå,20,425,2014-03-01
Ale,197,688,2015-03-01
Alingsås,396,1005,2015-03-01
Alvesta,137,701,2015-03-01
Aneby,31,478,2015-03-01
Arboga,130,946,2015-03-01
Arjeplog,27,932,2015-03-01
Arvidsjaur,41,633,2015-03-01
Arvika,242,938,2015-03-01
Askersund,70,629,2015-03-01
Avesta,170,759,2015-03-01
Bengtsfors,104,1084,2015-03-01
Berg,36,511,2015-03-01
Bjurholm,18,734,2015-03-01
Bjuv,181,1212,2015-03-01
Boden,200,717,2015-03-01
Bollebygd,69,791,2015-03-01
Bollnäs,186,702,2015-03-01
Borgholm,28,262,2015-03-01
Borlänge,571,1123,2015-03-01
Borås,1129,1048,2015-03-01
Botkyrka,1036,1162,2015-03-01
Boxholm,25,469,2015-03-01
Bromölla,93,747,2015-03-01
Bräcke,24,372,2015-03-01
Burlöv,178,1028,2015-03-01
Båstad,119,827,2015-03-01
Dals-Ed,14,293,2015-03-01
Danderyd,383,1184,2015-03-01
Degerfors,74,776,2015-03-01
Dorotea,16,582,2015-03-01
Eda,56,660,2015-03-01
Ekerö,144,536,2015-03-01
Eksjö,148,887,2015-03-01
Emmaboda,89,983,2015-03-01
Enköping,471,1134,2015-03-01
Eskilstuna,1282,1263,2015-03-01
Eslöv,301,932,2015-03-01
Essunga,49,881,2015-03-01
Fagersta,116,878,2015-03-01
Falkenberg,437,1024,2015-03-01
Falköping,222,686,2015-03-01
Falun,403,707,2015-03-01
Filipstad,153,1441,2015-03-01
Finspång,139,656,2015-03-01
Flen,159,973,2015-03-01
Forshaga,67,589,2015-03-01
Färgelanda,34,523,2015-03-01
Gagnef,51,507,2015-03-01
Gislaved,190,655,2015-03-01
Gnesta,59,558,2015-03-01
Gnosjö,48,505,2015-03-01
Gotland,517,902,2015-03-01
Grums,64,715,2015-03-01
Grästorp,31,550,2015-03-01
Gullspång,49,936,2015-03-01
Gällivare,90,495,2015-03-01
Gävle,1187,1204,2015-03-01
Göteborg,11114,2041,2015-03-01
Götene,96,732,2015-03-01
Habo,28,250,2015-03-01
Hagfors,105,884,2015-03-01
Hallsberg,182,1181,2015-03-01
Hallstahammar,142,909,2015-03-01
Halmstad,1645,1709,2015-03-01
Hammarö,72,469,2015-03-01
Haninge,1040,1251,2015-03-01
Haparanda,58,592,2015-03-01
Heby,82,606,2015-03-01
Heby,0,0,2015-03-01
Hedemora,164,1082,2015-03-01
Helsingborg,1674,1225,2015-03-01
Herrljunga,50,534,2015-03-01
Hjo,48,537,2015-03-01
Hofors,35,371,2015-03-01
Huddinge,1332,1272,2015-03-01
Hudiksvall,345,934,2015-03-01
Hultsfred,107,774,2015-03-01
Hylte,104,1000,2015-03-01
Håbo,213,1057,2015-03-01
Hällefors,76,1088,2015-03-01
Härjedalen,57,556,2015-03-01
Härnösand,236,947,2015-03-01
Härryda,295,809,2015-03-01
Hässleholm,647,1273,2015-03-01
Höganäs,179,703,2015-03-01
Högsby,53,911,2015-03-01
Hörby,169,1129,2015-03-01
Höör,169,1065,2015-03-01
Jokkmokk,29,571,2015-03-01
Järfälla,876,1224,2015-03-01
Jönköping,1061,799,2015-03-01
Kalix,127,780,2015-03-01
Kalmar,599,919,2015-03-01
Karlsborg,20,295,2015-03-01
Karlshamn,265,835,2015-03-01
Karlskoga,279,925,2015-03-01
Karlskrona,425,655,2015-03-01
Karlstad,792,892,2015-03-01
Katrineholm,423,1268,2015-03-01
Kil,72,608,2015-03-01
Kinda,40,408,2015-03-01
Kiruna,132,569,2015-03-01
Klippan,192,1141,2015-03-01
Knivsta,99,600,2015-03-01
Kramfors,201,1093,2015-03-01
Kristianstad,822,1000,2015-03-01
Kristinehamn,218,901,2015-03-01
Krokom,64,435,2015-03-01
Kumla,174,825,2015-03-01
Kungsbacka,510,648,2015-03-01
Kungsör,59,710,2015-03-01
Kungälv,328,771,2015-03-01
Kävlinge,260,868,2015-03-01
Köping,216,848,2015-03-01
Laholm,210,875,2015-03-01
Landskrona,539,1232,2015-03-01
Laxå,70,1237,2015-03-01
Lekeberg,36,485,2015-03-01
Leksand,72,471,2015-03-01
Lerum,339,848,2015-03-01
Lessebo,51,608,2015-03-01
Lidingö,264,575,2015-03-01
Lidköping,347,892,2015-03-01
Lilla Edet,114,870,2015-03-01
Lindesberg,184,786,2015-03-01
Linköping,1345,882,2015-03-01
Ljungby,179,649,2015-03-01
Ljusdal,84,442,2015-03-01
Ljusnarsberg,49,996,2015-03-01
Lomma,134,579,2015-03-01
Ludvika,222,847,2015-03-01
Luleå,570,750,2015-03-01
Lund,1296,1113,2015-03-01
Lycksele,101,828,2015-03-01
Lysekil,127,883,2015-03-01
Malmö,4698,1467,2015-03-01
Malung-Sälen,172,1720,2015-03-01
Malå,10,321,2015-03-01
Mariestad,462,1926,2015-03-01
Mark,262,773,2015-03-01
Markaryd,99,1024,2015-03-01
Mellerud,92,1016,2015-03-01
Mjölby,168,634,2015-03-01
Mora,120,598,2015-03-01
Motala,236,552,2015-03-01
Mullsjö,48,673,2015-03-01
Munkedal,69,675,2015-03-01
Munkfors,28,765,2015-03-01
Mölndal,580,919,2015-03-01
Mönsterås,109,832,2015-03-01
Mörbylånga,78,535,2015-03-01
Nacka,895,922,2015-03-01
Nora,57,547,2015-03-01
Norberg,66,1146,2015-03-01
Nordanstig,49,516,2015-03-01
Nordmaling,57,806,2015-03-01
Norrköping,1419,1042,2015-03-01
Norrtälje,563,969,2015-03-01
Norsjö,12,287,2015-03-01
Nybro,178,902,2015-03-01
Nykvarn,38,380,2015-03-01
Nyköping,771,1431,2015-03-01
Nynäshamn,276,1012,2015-03-01
Nässjö,270,895,2015-03-01
Ockelbo,57,982,2015-03-01
Olofström,75,572,2015-03-01
Orsa,30,442,2015-03-01
Orust,65,432,2015-03-01
Osby,120,931,2015-03-01
Oskarshamn,149,565,2015-03-01
Ovanåker,48,419,2015-03-01
Oxelösund,82,705,2015-03-01
Pajala,12,192,2015-03-01
Partille,342,931,2015-03-01
Perstorp,81,1126,2015-03-01
Piteå,232,559,2015-03-01
Ragunda,25,462,2015-03-01
Robertsfors,36,534,2015-03-01
Ronneby,255,896,2015-03-01
Rättvik,76,707,2015-03-01
Sala,254,1154,2015-03-01
Salem,124,762,2015-03-01
Sandviken,324,851,2015-03-01
Sigtuna,739,1663,2015-03-01
Simrishamn,130,685,2015-03-01
Sjöbo,156,845,2015-03-01
Skara,170,908,2015-03-01
Skellefteå,464,644,2015-03-01
Skinnskatteberg,33,741,2015-03-01
Skurup,87,574,2015-03-01
Skövde,431,808,2015-03-01
Smedjebacken,73,679,2015-03-01
Sollefteå,149,753,2015-03-01
Sollentuna,709,1016,2015-03-01
Solna,1103,1469,2015-03-01
Sorsele,22,866,2015-03-01
Sotenäs,34,379,2015-03-01
Staffanstorp,157,681,2015-03-01
Stenungsund,206,811,2015-03-01
Stockholm,18368,2001,2015-03-01
Storfors,21,516,2015-03-01
Storuman,52,874,2015-03-01
Strängnäs,280,824,2015-03-01
Strömstad,105,822,2015-03-01
Strömsund,43,365,2015-03-01
Sundbyberg,615,1364,2015-03-01
Sundsvall,994,1020,2015-03-01
Sunne,68,517,2015-03-01
Surahammar,65,653,2015-03-01
Svalöv,102,752,2015-03-01
Svedala,137,673,2015-03-01
Svenljunga,86,824,2015-03-01
Säffle,92,599,2015-03-01
Säter,45,411,2015-03-01
Sävsjö,74,663,2015-03-01
Söderhamn,268,1046,2015-03-01
Söderköping,47,330,2015-03-01
Södertälje,1463,1578,2015-03-01
Sölvesborg,163,955,2015-03-01
Tanum,92,742,2015-03-01
Tibro,61,559,2015-03-01
Tidaholm,128,1012,2015-03-01
Tierp,136,667,2015-03-01
Timrå,115,639,2015-03-01
Tingsryd,95,777,2015-03-01
Tjörn,94,617,2015-03-01
Tomelilla,153,1171,2015-03-01
Torsby,48,402,2015-03-01
Torsås,39,562,2015-03-01
Tranemo,61,525,2015-03-01
Tranås,140,758,2015-03-01
Trelleborg,432,1001,2015-03-01
Trollhättan,557,977,2015-03-01
Trosa,69,576,2015-03-01
Tyresö,369,806,2015-03-01
Täby,537,792,2015-03-01
Töreboda,127,1383,2015-03-01
Uddevalla,580,1077,2015-03-01
Ulricehamn,180,770,2015-03-01
Umeå,889,740,2015-03-01
Upplands Väsby,491,1162,2015-03-01
Upplands-Bro,309,1210,2015-03-01
Uppsala,1844,883,2015-03-01
Uppvidinge,78,841,2015-03-01
Vadstena,37,500,2015-03-01
Vaggeryd,168,1263,2015-03-01
Valdemarsvik,45,584,2015-03-01
Vallentuna,251,780,2015-03-01
Vansbro,34,507,2015-03-01
Vara,157,1005,2015-03-01
Varberg,486,800,2015-03-01
Vaxholm,65,572,2015-03-01
Vellinge,171,497,2015-03-01
Vetlanda,153,572,2015-03-01
Vilhelmina,45,658,2015-03-01
Vimmerby,103,671,2015-03-01
Vindeln,35,651,2015-03-01
Vingåker,77,862,2015-03-01
Vårgårda,132,1186,2015-03-01
Vänersborg,320,839,2015-03-01
Vännäs,34,395,2015-03-01
Värmdö,300,735,2015-03-01
Värnamo,240,718,2015-03-01
Västervik,204,567,2015-03-01
Västerås,1636,1132,2015-03-01
Växjö,701,801,2015-03-01
Ydre,15,410,2015-03-01
Ystad,248,859,2015-03-01
Åmål,62,497,2015-03-01
Ånge,60,632,2015-03-01
Åre,117,1102,2015-03-01
Årjäng,78,793,2015-03-01
Åsele,7,247,2015-03-01
Åstorp,168,1111,2015-03-01
Åtvidaberg,45,391,2015-03-01
Älmhult,101,630,2015-03-01
Älvdalen,37,525,2015-03-01
Älvkarleby,88,953,2015-03-01
Älvsbyn,85,1040,2015-03-01
Ängelholm,399,986,2015-03-01
Öckerö,41,324,2015-03-01
Ödeshög,22,420,2015-03-01
Örebro,1663,1160,2015-03-01
Örkelljunga,86,879,2015-03-01
Örnsköldsvik,227,410,2015-03-01
Östersund,500,823,2015-03-01
Österåker,372,893,2015-03-01
Östhammar,71,331,2015-03-01
Östra Göinge,108,772,2015-03-01
Överkalix,12,353,2015-03-01
Övertorneå,19,408,2015-03-01
Ale,241,835,2016-03-01
Alingsås,318,803,2016-03-01
Alvesta,123,628,2016-03-01
Aneby,42,642,2016-03-01
Arboga,107,772,2016-03-01
Arjeplog,28,970,2016-03-01
Arvidsjaur,57,881,2016-03-01
Arvika,225,871,2016-03-01
Askersund,94,843,2016-03-01
Avesta,186,816,2016-03-01
Bengtsfors,68,706,2016-03-01
Berg,37,526,2016-03-01
Bjurholm,58,2364,2016-03-01
Bjuv,156,1043,2016-03-01
Boden,184,659,2016-03-01
Bollebygd,60,682,2016-03-01
Bollnäs,222,835,2016-03-01
Borgholm,80,749,2016-03-01
Borlänge,607,1190,2016-03-01
Borås,1133,1044,2016-03-01
Botkyrka,1013,1133,2016-03-01
Boxholm,22,413,2016-03-01
Bromölla,75,599,2016-03-01
Bräcke,49,759,2016-03-01
Burlöv,169,970,2016-03-01
Båstad,132,918,2016-03-01
Dals-Ed,35,729,2016-03-01
Danderyd,260,802,2016-03-01
Degerfors,71,744,2016-03-01
Dorotea,10,365,2016-03-01
Eda,83,976,2016-03-01
Ekerö,204,756,2016-03-01
Eksjö,157,935,2016-03-01
Emmaboda,79,869,2016-03-01
Enköping,408,974,2016-03-01
Eskilstuna,1417,1388,2016-03-01
Eslöv,356,1097,2016-03-01
Essunga,51,912,2016-03-01
Fagersta,201,1513,2016-03-01
Falkenberg,405,943,2016-03-01
Falköping,293,901,2016-03-01
Falun,358,627,2016-03-01
Filipstad,145,1365,2016-03-01
Finspång,114,538,2016-03-01
Flen,235,1429,2016-03-01
Forshaga,66,580,2016-03-01
Färgelanda,57,878,2016-03-01
Gagnef,18,179,2016-03-01
Gislaved,169,577,2016-03-01
Gnesta,60,563,2016-03-01
Gnosjö,42,441,2016-03-01
Gotland,431,751,2016-03-01
Grums,58,648,2016-03-01
Grästorp,42,744,2016-03-01
Gullspång,60,1147,2016-03-01
Gällivare,135,745,2016-03-01
Gävle,966,977,2016-03-01
Göteborg,8704,1588,2016-03-01
Götene,98,745,2016-03-01
Habo,44,389,2016-03-01
Hagfors,60,507,2016-03-01
Hallsberg,152,980,2016-03-01
Hallstahammar,161,1029,2016-03-01
Halmstad,994,1025,2016-03-01
Hammarö,36,233,2016-03-01
Haninge,1005,1198,2016-03-01
Haparanda,97,987,2016-03-01
Heby,71,522,2016-03-01
Heby,0,0,2016-03-01
Hedemora,122,801,2016-03-01
Helsingborg,1762,1278,2016-03-01
