region,count,per100k,date
Storuman,35,588,2014-06-01
Strängnäs,289,859,2014-06-01
Strömstad,139,1104,2014-06-01
Strömsund,93,780,2014-06-01
Sundbyberg,599,1382,2014-06-01
Sundsvall,1148,1182,2014-06-01
Sunne,73,559,2014-06-01
Surahammar,111,1124,2014-06-01
Svalöv,147,1097,2014-06-01
Svedala,134,665,2014-06-01
Svenljunga,61,590,2014-06-01
Säffle,124,810,2014-06-01
Säter,79,726,2014-06-01
Sävsjö,61,553,2014-06-01
Söderhamn,259,1018,2014-06-01
Söderköping,81,569,2014-06-01
Södertälje,1304,1423,2014-06-01
Sölvesborg,237,1404,2014-06-01
Tanum,141,1144,2014-06-01
Tibro,86,796,2014-06-01
Tidaholm,50,397,2014-06-01
Tierp,130,644,2014-06-01
Timrå,144,798,2014-06-01
Tingsryd,111,912,2014-06-01
Tjörn,81,537,2014-06-01
Tomelilla,133,1027,2014-06-01
Torsby,63,525,2014-06-01
Torsås,47,681,2014-06-01
Tranemo,84,725,2014-06-01
Tranås,199,1087,2014-06-01
Trelleborg,418,974,2014-06-01
Trollhättan,599,1055,2014-06-01
Trosa,120,1019,2014-06-01
Tyresö,309,689,2014-06-01
Täby,621,929,2014-06-01
Töreboda,87,963,2014-06-01
Uddevalla,600,1126,2014-06-01
Ulricehamn,185,796,2014-06-01
Umeå,966,812,2014-06-01
Upplands Väsby,386,927,2014-06-01
Upplands-Bro,225,900,2014-06-01
Uppsala,2025,982,2014-06-01
Uppvidinge,58,627,2014-06-01
Vadstena,34,460,2014-06-01
Vaggeryd,95,719,2014-06-01
Valdemarsvik,46,604,2014-06-01
Vallentuna,227,714,2014-06-01
Vansbro,45,670,2014-06-01
Vara,118,756,2014-06-01
Varberg,424,705,2014-06-01
Vaxholm,81,719,2014-06-01
Vellinge,150,442,2014-06-01
Vetlanda,152,573,2014-06-01
Vilhelmina,45,655,2014-06-01
Vimmerby,81,530,2014-06-01
Vindeln,46,858,2014-06-01
Vingåker,86,969,2014-06-01
Vårgårda,102,921,2014-06-01
Vänersborg,392,1042,2014-06-01
Vännäs,28,326,2014-06-01
Värmdö,377,939,2014-06-01
Värnamo,248,746,2014-06-01
Västervik,302,841,2014-06-01
Västerås,1688,1181,2014-06-01
Växjö,786,910,2014-06-01
Ydre,13,357,2014-06-01
Ystad,254,885,2014-06-01
Åmål,99,806,2014-06-01
Ånge,65,683,2014-06-01
Åre,42,400,2014-06-01
Årjäng,56,567,2014-06-01
Åsele,14,490,2014-06-01
Åstorp,247,1647,2014-06-01
Åtvidaberg,52,454,2014-06-01
Älmhult,109,688,2014-06-01
Älvdalen,58,820,2014-06-01
Älvkarleby,68,743,2014-06-01
Älvsbyn,49,600,2014-06-01
Ängelholm,316,789,2014-06-01
Öckerö,51,404,2014-06-01
Ödeshög,62,1191,2014-06-01
Örebro,1924,1359,2014-06-01
Örkelljunga,112,1155,2014-06-01
Örnsköldsvik,452,820,2014-06-01
Östersund,546,907,2014-06-01
Österåker,378,926,2014-06-01
Östhammar,162,758,2014-06-01
Östra Göinge,117,849,2014-06-01
Överkalix,13,380,2014-06-01
Övertorneå,25,531,2014-06-01
Ale,230,803,2015-06-01
Alingsås,376,954,2015-06-01
Alvesta,131,670,2015-06-01
Aneby,58,895,2015-06-01
Arboga,115,837,2015-06-01
Arjeplog,9,311,2015-06-01
Arvidsjaur,34,525,2015-06-01
Arvika,214,829,2015-06-01
Askersund,75,674,2015-06-01
Avesta,175,781,2015-06-01
Bengtsfors,112,1168,2015-06-01
Berg,70,993,2015-06-01
Bjurholm,13,530,2015-06-01
Bjuv,149,998,2015-06-01
Boden,218,781,2015-06-01
Bollebygd,57,653,2015-06-01
Bollnäs,239,902,2015-06-01
Borgholm,134,1255,2015-06-01
Borlänge,599,1178,2015-06-01
Borås,1038,963,2015-06-01
Botkyrka,1177,1320,2015-06-01
Boxholm,19,357,2015-06-01
Bromölla,74,594,2015-06-01
Bräcke,45,697,2015-06-01
Burlöv,177,1022,2015-06-01
Båstad,189,1313,2015-06-01
Dals-Ed,29,607,2015-06-01
Danderyd,344,1063,2015-06-01
Degerfors,114,1195,2015-06-01
Dorotea,12,437,2015-06-01
Eda,72,849,2015-06-01
Ekerö,182,678,2015-06-01
Eksjö,171,1024,2015-06-01
Emmaboda,129,1425,2015-06-01
Enköping,529,1274,2015-06-01
Eskilstuna,1466,1444,2015-06-01
Eslöv,294,910,2015-06-01
Essunga,43,773,2015-06-01
Fagersta,75,568,2015-06-01
Falkenberg,415,972,2015-06-01
Falköping,268,828,2015-06-01
Falun,401,704,2015-06-01
Filipstad,174,1639,2015-06-01
Finspång,143,675,2015-06-01
Flen,161,985,2015-06-01
Forshaga,71,624,2015-06-01
Färgelanda,49,754,2015-06-01
Gagnef,51,507,2015-06-01
Gislaved,185,638,2015-06-01
Gnesta,98,926,2015-06-01
Gnosjö,59,620,2015-06-01
Gotland,489,853,2015-06-01
Grums,65,726,2015-06-01
Grästorp,38,674,2015-06-01
Gullspång,90,1719,2015-06-01
Gällivare,140,770,2015-06-01
Gävle,938,951,2015-06-01
Göteborg,8875,1629,2015-06-01
Götene,98,747,2015-06-01
Habo,60,535,2015-06-01
Hagfors,77,649,2015-06-01
Hallsberg,166,1077,2015-06-01
Hallstahammar,141,903,2015-06-01
Halmstad,980,1018,2015-06-01
Hammarö,82,535,2015-06-01
Haninge,1266,1523,2015-06-01
Haparanda,105,1071,2015-06-01
Heby,84,620,2015-06-01
Heby,0,0,2015-06-01
Hedemora,129,851,2015-06-01
Helsingborg,1931,1413,2015-06-01
Herrljunga,86,919,2015-06-01
Hjo,50,560,2015-06-01
Hofors,59,625,2015-06-01
Huddinge,1494,1426,2015-06-01
Hudiksvall,441,1194,2015-06-01
Hultsfred,97,701,2015-06-01
Hylte,111,1068,2015-06-01
Håbo,186,923,2015-06-01
Hällefors,85,1217,2015-06-01
Härjedalen,93,908,2015-06-01
Härnösand,307,1232,2015-06-01
Härryda,253,694,2015-06-01
Hässleholm,440,866,2015-06-01
Höganäs,174,684,2015-06-01
Högsby,48,825,2015-06-01
Hörby,144,962,2015-06-01
Höör,162,1021,2015-06-01
Jokkmokk,16,315,2015-06-01
Järfälla,964,1347,2015-06-01
Jönköping,1212,913,2015-06-01
Kalix,149,915,2015-06-01
Kalmar,467,716,2015-06-01
Karlsborg,39,576,2015-06-01
Karlshamn,233,735,2015-06-01
Karlskoga,286,948,2015-06-01
Karlskrona,604,931,2015-06-01
Karlstad,779,877,2015-06-01
Katrineholm,431,1292,2015-06-01
Kil,54,456,2015-06-01
Kinda,40,408,2015-06-01
Kiruna,175,754,2015-06-01
Klippan,170,1010,2015-06-01
Knivsta,66,400,2015-06-01
Kramfors,187,1016,2015-06-01
Kristianstad,798,971,2015-06-01
Kristinehamn,256,1058,2015-06-01
Krokom,84,571,2015-06-01
Kumla,178,844,2015-06-01
Kungsbacka,484,615,2015-06-01
Kungsör,58,698,2015-06-01
Kungälv,435,1023,2015-06-01
Kävlinge,255,851,2015-06-01
Köping,246,966,2015-06-01
Laholm,168,700,2015-06-01
Landskrona,629,1437,2015-06-01
Laxå,84,1484,2015-06-01
Lekeberg,32,431,2015-06-01
Leksand,85,556,2015-06-01
Lerum,217,543,2015-06-01
Lessebo,105,1252,2015-06-01
Lidingö,272,593,2015-06-01
Lidköping,354,910,2015-06-01
Lilla Edet,181,1381,2015-06-01
Lindesberg,235,1004,2015-06-01
Linköping,1226,804,2015-06-01
Ljungby,184,667,2015-06-01
Ljusdal,165,869,2015-06-01
Ljusnarsberg,48,976,2015-06-01
Lomma,139,601,2015-06-01
Ludvika,207,790,2015-06-01
Luleå,735,967,2015-06-01
Lund,1270,1091,2015-06-01
Lycksele,101,828,2015-06-01
Lysekil,139,967,2015-06-01
Malmö,4852,1515,2015-06-01
Malung-Sälen,48,480,2015-06-01
Malå,17,546,2015-06-01
Mariestad,179,746,2015-06-01
Mark,301,888,2015-06-01
Markaryd,98,1014,2015-06-01
Mellerud,87,961,2015-06-01
Mjölby,219,826,2015-06-01
Mora,242,1207,2015-06-01
Motala,325,761,2015-06-01
Mullsjö,72,1009,2015-06-01
Munkedal,103,1007,2015-06-01
Munkfors,22,601,2015-06-01
Mölndal,530,839,2015-06-01
Mönsterås,73,557,2015-06-01
Mörbylånga,70,480,2015-06-01
Nacka,787,810,2015-06-01
Nora,65,623,2015-06-01
Norberg,66,1146,2015-06-01
Nordanstig,47,495,2015-06-01
Nordmaling,14,198,2015-06-01
Norrköping,1875,1377,2015-06-01
Norrtälje,570,981,2015-06-01
Norsjö,15,359,2015-06-01
Nybro,154,780,2015-06-01
Nykvarn,66,660,2015-06-01
Nyköping,625,1160,2015-06-01
Nynäshamn,361,1324,2015-06-01
Nässjö,342,1133,2015-06-01
Ockelbo,62,1068,2015-06-01
Olofström,82,626,2015-06-01
Orsa,48,708,2015-06-01
Orust,79,526,2015-06-01
Osby,112,869,2015-06-01
Oskarshamn,176,667,2015-06-01
Ovanåker,81,707,2015-06-01
Oxelösund,110,946,2015-06-01
Pajala,30,480,2015-06-01
Partille,328,892,2015-06-01
Perstorp,62,862,2015-06-01
Piteå,276,665,2015-06-01
Ragunda,49,905,2015-06-01
Robertsfors,49,726,2015-06-01
Ronneby,286,1005,2015-06-01
Rättvik,93,865,2015-06-01
Sala,206,936,2015-06-01
Salem,164,1007,2015-06-01
Sandviken,329,864,2015-06-01
Sigtuna,646,1454,2015-06-01
Simrishamn,177,932,2015-06-01
Sjöbo,127,688,2015-06-01
Skara,173,924,2015-06-01
Skellefteå,511,709,2015-06-01
Skinnskatteberg,27,606,2015-06-01
Skurup,109,719,2015-06-01
Skövde,374,701,2015-06-01
Smedjebacken,53,493,2015-06-01
Sollefteå,219,1107,2015-06-01
Sollentuna,797,1142,2015-06-01
Solna,1000,1332,2015-06-01
Sorsele,13,512,2015-06-01
Sotenäs,167,1862,2015-06-01
Staffanstorp,177,768,2015-06-01
Stenungsund,182,717,2015-06-01
Stockholm,18035,1965,2015-06-01
Storfors,59,1450,2015-06-01
Storuman,33,555,2015-06-01
Strängnäs,304,894,2015-06-01
Strömstad,138,1080,2015-06-01
Strömsund,62,526,2015-06-01
Sundbyberg,813,1803,2015-06-01
Sundsvall,1105,1134,2015-06-01
Sunne,56,426,2015-06-01
Surahammar,105,1055,2015-06-01
Svalöv,164,1210,2015-06-01
Svedala,159,781,2015-06-01
Svenljunga,140,1342,2015-06-01
Säffle,124,808,2015-06-01
Säter,79,722,2015-06-01
Sävsjö,100,896,2015-06-01
Söderhamn,353,1378,2015-06-01
Söderköping,85,596,2015-06-01
Södertälje,1600,1726,2015-06-01
Sölvesborg,289,1694,2015-06-01
Tanum,79,637,2015-06-01
Tibro,81,742,2015-06-01
Tidaholm,70,554,2015-06-01
Tierp,115,564,2015-06-01
Timrå,212,1177,2015-06-01
Tingsryd,113,924,2015-06-01
Tjörn,91,598,2015-06-01
Tomelilla,161,1232,2015-06-01
Torsby,67,561,2015-06-01
Torsås,66,952,2015-06-01
Tranemo,58,499,2015-06-01
Tranås,141,763,2015-06-01
Trelleborg,473,1096,2015-06-01
Trollhättan,495,868,2015-06-01
Trosa,82,685,2015-06-01
Tyresö,471,1029,2015-06-01
Täby,1038,1531,2015-06-01
Töreboda,91,991,2015-06-01
Uddevalla,480,891,2015-06-01
Ulricehamn,272,1164,2015-06-01
Umeå,897,746,2015-06-01
Upplands Väsby,724,1714,2015-06-01
Upplands-Bro,320,1253,2015-06-01
Uppsala,1843,883,2015-06-01
Uppvidinge,76,820,2015-06-01
Vadstena,53,716,2015-06-01
Vaggeryd,110,827,2015-06-01
Valdemarsvik,52,675,2015-06-01
Vallentuna,200,622,2015-06-01
Vansbro,43,641,2015-06-01
Vara,133,851,2015-06-01
Varberg,437,720,2015-06-01
Vaxholm,91,801,2015-06-01
Vellinge,173,503,2015-06-01
Vetlanda,160,598,2015-06-01
Vilhelmina,39,570,2015-06-01
Vimmerby,99,645,2015-06-01
Vindeln,30,558,2015-06-01
Vingåker,75,839,2015-06-01
Vårgårda,101,908,2015-06-01
Vänersborg,396,1038,2015-06-01
Vännäs,35,407,2015-06-01
Värmdö,410,1004,2015-06-01
Värnamo,296,886,2015-06-01
Västervik,308,856,2015-06-01
Västerås,1774,1228,2015-06-01
Växjö,753,860,2015-06-01
Ydre,12,328,2015-06-01
Ystad,260,900,2015-06-01
Åmål,106,850,2015-06-01
Ånge,71,748,2015-06-01
Åre,60,565,2015-06-01
Årjäng,86,874,2015-06-01
Åsele,13,459,2015-06-01
Åstorp,130,859,2015-06-01
Åtvidaberg,73,634,2015-06-01
Älmhult,117,730,2015-06-01
Älvdalen,41,582,2015-06-01
Älvkarleby,86,932,2015-06-01
Älvsbyn,85,1040,2015-06-01
Ängelholm,293,724,2015-06-01
Öckerö,42,332,2015-06-01
Ödeshög,33,630,2015-06-01
Örebro,1841,1284,2015-06-01
Örkelljunga,120,1227,2015-06-01
Örnsköldsvik,295,532,2015-06-01
Östersund,751,1236,2015-06-01
Österåker,273,655,2015-06-01
Östhammar,154,717,2015-06-01
Östra Göinge,102,729,2015-06-01
Överkalix,12,353,2015-06-01
Övertorneå,30,644,2015-06-01
Ale,199,689,2016-06-01
Alingsås,378,954,2016-06-01
Alvesta,143,730,2016-06-01
Aneby,31,474,2016-06-01
Arboga,93,671,2016-06-01
Arjeplog,23,797,2016-06-01
Arvidsjaur,42,649,2016-06-01
Arvika,237,917,2016-06-01
Askersund,101,906,2016-06-01
Avesta,241,1058,2016-06-01
Bengtsfors,73,758,2016-06-01
Berg,41,583,2016-06-01
Bjurholm,11,448,2016-06-01
Bjuv,150,1003,2016-06-01
Boden,248,888,2016-06-01
Bollebygd,34,386,2016-06-01
Bollnäs,195,733,2016-06-01
Borgholm,156,1461,2016-06-01
Borlänge,662,1298,2016-06-01
Borås,1179,1087,2016-06-01
Botkyrka,1094,1223,2016-06-01
Boxholm,24,450,2016-06-01
Bromölla,78,623,2016-06-01
Bräcke,31,480,2016-06-01
Burlöv,209,1199,2016-06-01
Båstad,181,1259,2016-06-01
Dals-Ed,28,583,2016-06-01
Danderyd,338,1043,2016-06-01
Degerfors,79,828,2016-06-01
Dorotea,15,547,2016-06-01
Eda,57,670,2016-06-01
Ekerö,251,930,2016-06-01
Eksjö,157,935,2016-06-01
Emmaboda,70,770,2016-06-01
Enköping,516,1232,2016-06-01
Eskilstuna,1453,1424,2016-06-01
Eslöv,362,1116,2016-06-01
Essunga,41,733,2016-06-01
Fagersta,105,790,2016-06-01
Falkenberg,478,1113,2016-06-01
Falköping,209,643,2016-06-01
Falun,412,722,2016-06-01
Filipstad,127,1195,2016-06-01
Finspång,185,873,2016-06-01
Flen,214,1302,2016-06-01
Forshaga,66,580,2016-06-01
Färgelanda,54,831,2016-06-01
Gagnef,45,446,2016-06-01
Gislaved,214,731,2016-06-01
Gnesta,85,798,2016-06-01
Gnosjö,52,547,2016-06-01
Gotland,540,941,2016-06-01
Grums,78,872,2016-06-01
Grästorp,40,709,2016-06-01
Gullspång,45,861,2016-06-01
Gällivare,123,679,2016-06-01
Gävle,1323,1338,2016-06-01
Göteborg,8384,1529,2016-06-01
Götene,71,540,2016-06-01
Habo,48,424,2016-06-01
Hagfors,104,880,2016-06-01
Hallsberg,152,980,2016-06-01
Hallstahammar,126,805,2016-06-01
Halmstad,1030,1062,2016-06-01
Hammarö,74,480,2016-06-01
Haninge,1033,1232,2016-06-01
Haparanda,97,987,2016-06-01
Heby,98,721,2016-06-01
Heby,0,0,2016-06-01
Hedemora,137,899,2016-06-01
Helsingborg,2076,1505,2016-06-01
Herrljunga,82,877,2016-06-01
Hjo,57,635,2016-06-01
Hofors,65,689,2016-06-01
Huddinge,1328,1261,2016-06-01
Hudiksvall,319,863,2016-06-01
Hultsfred,89,639,2016-06-01
Hylte,63,599,2016-06-01
Håbo,191,942,2016-06-01
Hällefors,51,725,2016-06-01
Härjedalen,112,1091,2016-06-01
Härnösand,285,1137,2016-06-01
Härryda,300,819,2016-06-01
Hässleholm,435,852,2016-06-01
Höganäs,172,672,2016-06-01
Högsby,51,871,2016-06-01
Hörby,180,1198,2016-06-01
Höör,159,996,2016-06-01
Jokkmokk,54,1065,2016-06-01
Järfälla,831,1147,2016-06-01
Jönköping,1243,932,2016-06-01
Kalix,146,899,2016-06-01
Kalmar,561,854,2016-06-01
Karlsborg,40,591,2016-06-01
Karlshamn,229,719,2016-06-01
Karlskoga,291,961,2016-06-01
Karlskrona,458,701,2016-06-01
Karlstad,737,826,2016-06-01
Katrineholm,464,1387,2016-06-01
Kil,68,576,2016-06-01
Kinda,49,500,2016-06-01
Kiruna,196,846,2016-06-01
Klippan,240,1419,2016-06-01
Knivsta,163,966,2016-06-01
Kramfors,179,975,2016-06-01
Kristianstad,1008,1222,2016-06-01
Kristinehamn,236,972,2016-06-01
Krokom,65,440,2016-06-01
Kumla,190,898,2016-06-01
Kungsbacka,568,718,2016-06-01
Kungsör,46,551,2016-06-01
Kungälv,285,667,2016-06-01
Kävlinge,266,884,2016-06-01
Köping,259,1013,2016-06-01
Laholm,290,1199,2016-06-01
Landskrona,557,1267,2016-06-01
Laxå,53,937,2016-06-01
Lekeberg,19,254,2016-06-01
Leksand,79,515,2016-06-01
Lerum,282,702,2016-06-01
Lessebo,47,552,2016-06-01
Lidingö,354,765,2016-06-01
Lidköping,309,792,2016-06-01
Lilla Edet,136,1032,2016-06-01
Lindesberg,306,1299,2016-06-01
Linköping,1459,954,2016-06-01
Ljungby,180,651,2016-06-01
Ljusdal,144,757,2016-06-01
Ljusnarsberg,57,1157,2016-06-01
Lomma,213,913,2016-06-01
Ludvika,330,1252,2016-06-01
Luleå,714,938,2016-06-01
Lund,1264,1082,2016-06-01
Lycksele,104,854,2016-06-01
Lysekil,140,968,2016-06-01
Malmö,5366,1663,2016-06-01
Malung-Sälen,53,528,2016-06-01
Malå,16,515,2016-06-01
Mariestad,177,736,2016-06-01
Mark,247,728,2016-06-01
Markaryd,84,859,2016-06-01
Mellerud,75,818,2016-06-01
Mjölby,188,707,2016-06-01
Mora,213,1060,2016-06-01
Motala,400,932,2016-06-01
Mullsjö,56,782,2016-06-01
Munkedal,81,794,2016-06-01
Munkfors,29,792,2016-06-01
Mölndal,558,881,2016-06-01
Mönsterås,99,753,2016-06-01
Mörbylånga,76,518,2016-06-01
Nacka,883,901,2016-06-01
Nora,93,886,2016-06-01
Norberg,63,1086,2016-06-01
Nordanstig,62,653,2016-06-01
Nordmaling,109,1544,2016-06-01
Norrköping,1503,1097,2016-06-01
Norrtälje,611,1041,2016-06-01
Norsjö,32,766,2016-06-01
Nybro,175,886,2016-06-01
Nykvarn,91,893,2016-06-01
Nyköping,687,1266,2016-06-01
Nynäshamn,338,1229,2016-06-01
Nässjö,356,1169,2016-06-01
Ockelbo,77,1316,2016-06-01
Olofström,95,721,2016-06-01
Orsa,65,963,2016-06-01
Orust,136,906,2016-06-01
Osby,107,826,2016-06-01
Oskarshamn,195,737,2016-06-01
Ovanåker,64,558,2016-06-01
Oxelösund,87,744,2016-06-01
Pajala,28,452,2016-06-01
Partille,306,828,2016-06-01
Perstorp,83,1151,2016-06-01
Piteå,250,602,2016-06-01
Ragunda,28,520,2016-06-01
Robertsfors,43,635,2016-06-01
Ronneby,233,812,2016-06-01
Rättvik,70,651,2016-06-01
Sala,285,1289,2016-06-01
Salem,152,925,2016-06-01
Sandviken,324,846,2016-06-01
Sigtuna,619,1382,2016-06-01
Simrishamn,179,939,2016-06-01
Sjöbo,172,929,2016-06-01
Skara,183,978,2016-06-01
Skellefteå,583,809,2016-06-01
Skinnskatteberg,36,805,2016-06-01
Skurup,109,720,2016-06-01
Skövde,425,794,2016-06-01
Smedjebacken,56,519,2016-06-01
Sollefteå,172,869,2016-06-01
Sollentuna,763,1086,2016-06-01
Solna,1203,1580,2016-06-01
Sorsele,12,477,2016-06-01
Sotenäs,141,1566,2016-06-01
Staffanstorp,200,865,2016-06-01
Stenungsund,187,733,2016-06-01
Stockholm,19012,2059,2016-06-01
Storfors,17,422,2016-06-01
Storuman,56,942,2016-06-01
Strängnäs,403,1182,2016-06-01
Strömstad,154,1198,2016-06-01
Strömsund,74,632,2016-06-01
Sundbyberg,659,1429,2016-06-01
Sundsvall,1275,1306,2016-06-01
Sunne,67,507,2016-06-01
Surahammar,73,731,2016-06-01
Svalöv,133,974,2016-06-01
Svedala,136,665,2016-06-01
Svenljunga,102,971,2016-06-01
Säffle,153,996,2016-06-01
Säter,58,527,2016-06-01
Sävsjö,66,588,2016-06-01
Söderhamn,264,1024,2016-06-01
Söderköping,65,456,2016-06-01
Södertälje,1196,1283,2016-06-01
Sölvesborg,399,2325,2016-06-01
Tanum,116,931,2016-06-01
Tibro,86,783,2016-06-01
Tidaholm,68,537,2016-06-01
Tierp,193,939,2016-06-01
Timrå,102,567,2016-06-01
Tingsryd,67,546,2016-06-01
Tjörn,74,483,2016-06-01
Tomelilla,165,1256,2016-06-01
Torsby,73,613,2016-06-01
Torsås,48,691,2016-06-01
Tranemo,69,594,2016-06-01
Tranås,155,836,2016-06-01
Trelleborg,359,828,2016-06-01
Trollhättan,511,895,2016-06-01
Trosa,95,787,2016-06-01
Tyresö,394,853,2016-06-01
Täby,637,933,2016-06-01
Töreboda,83,893,2016-06-01
Uddevalla,499,921,2016-06-01
Ulricehamn,146,621,2016-06-01
Umeå,950,787,2016-06-01
Upplands Väsby,427,1001,2016-06-01
Upplands-Bro,262,1016,2016-06-01
Uppsala,2000,952,2016-06-01
Uppvidinge,37,397,2016-06-01
Vadstena,49,662,2016-06-01
Vaggeryd,89,666,2016-06-01
Valdemarsvik,55,710,2016-06-01
Vallentuna,387,1195,2016-06-01
Vansbro,45,670,2016-06-01
Vara,158,1009,2016-06-01
Varberg,422,691,2016-06-01
Vaxholm,53,466,2016-06-01
Vellinge,226,652,2016-06-01
Vetlanda,140,521,2016-06-01
Vilhelmina,68,996,2016-06-01
Vimmerby,87,564,2016-06-01
Vindeln,25,465,2016-06-01
Vingåker,104,1162,2016-06-01
Vårgårda,104,931,2016-06-01
Vänersborg,356,928,2016-06-01
Vännäs,35,407,2016-06-01
Värmdö,401,976,2016-06-01
Värnamo,311,929,2016-06-01
Västervik,332,921,2016-06-01
Västerås,1336,920,2016-06-01
Växjö,796,903,2016-06-01
Ydre,7,191,2016-06-01
Ystad,231,797,2016-06-01
Åmål,68,540,2016-06-01
Ånge,83,874,2016-06-01
Åre,60,562,2016-06-01
Årjäng,42,426,2016-06-01
Åsele,28,989,2016-06-01
Åstorp,132,869,2016-06-01
Åtvidaberg,58,502,2016-06-01
Älmhult,117,724,2016-06-01
Älvdalen,55,782,2016-06-01
Älvkarleby,58,624,2016-06-01
Älvsbyn,51,623,2016-06-01
Ängelholm,348,854,2016-06-01
Öckerö,38,300,2016-06-01
Ödeshög,41,783,2016-06-01
Örebro,1973,1368,2016-06-01
Örkelljunga,96,977,2016-06-01
Örnsköldsvik,405,729,2016-06-01
Östersund,569,932,2016-06-01
Österåker,362,859,2016-06-01
Östhammar,155,719,2016-06-01
Östra Göinge,119,844,2016-06-01
Överkalix,23,677,2016-06-01
Övertorneå,38,826,2016-06-01
Ale,185,662,2013-03-01
Alingsås,261,678,2013-03-01
Alvesta,102,532,2013-03-01
Aneby,76,1189,2013-03-01
Arboga,104,775,2013-03-01
Arjeplog,18,597,2013-03-01
Arvidsjaur,29,448,2013-03-01
Arvika,202,782,2013-03-01
Askersund,81,733,2013-03-01
Avesta,142,660,2013-03-01
Bengtsfors,61,637,2013-03-01
Berg,48,668,2013-03-01
Bjurholm,6,247,2013-03-01
Bjuv,117,789,2013-03-01
Boden,169,610,2013-03-01
Bollebygd,65,762,2013-03-01
Bollnäs,134,512,2013-03-01
Borgholm,90,842,2013-03-01
Borlänge,491,987,2013-03-01
Borås,1006,954,2013-03-01
Botkyrka,956,1100,2013-03-01
Boxholm,27,515,2013-03-01
Bromölla,87,708,2013-03-01
Bräcke,30,454,2013-03-01
Burlöv,186,1090,2013-03-01
Båstad,112,785,2013-03-01
Dals-Ed,27,574,2013-03-01
Danderyd,233,726,2013-03-01
Degerfors,47,495,2013-03-01
Dorotea,8,288,2013-03-01
Eda,75,886,2013-03-01
Ekerö,139,529,2013-03-01
Eksjö,115,701,2013-03-01
Emmaboda,48,535,2013-03-01
Enköping,328,810,2013-03-01
Eskilstuna,1006,1014,2013-03-01
Eslöv,307,964,2013-03-01
Essunga,47,855,2013-03-01
Fagersta,115,902,2013-03-01
Falkenberg,317,761,2013-03-01
Falköping,260,817,2013-03-01
Falun,307,542,2013-03-01
Filipstad,107,1014,2013-03-01
Finspång,122,585,2013-03-01
Flen,167,1038,2013-03-01
Forshaga,72,637,2013-03-01
Färgelanda,30,459,2013-03-01
Gagnef,19,190,2013-03-01
Gislaved,178,620,2013-03-01
Gnesta,47,451,2013-03-01
Gnosjö,46,490,2013-03-01
Gotland,335,586,2013-03-01
Grums,83,929,2013-03-01
Grästorp,19,337,2013-03-01
Gullspång,28,538,2013-03-01
Gällivare,128,699,2013-03-01
Gävle,746,771,2013-03-01
Göteborg,7235,1366,2013-03-01
Götene,77,590,2013-03-01
Habo,22,201,2013-03-01
Hagfors,81,668,2013-03-01
Hallsberg,132,864,2013-03-01
Hallstahammar,100,648,2013-03-01
Halmstad,862,920,2013-03-01
Hammarö,45,298,2013-03-01
Haninge,727,907,2013-03-01
Haparanda,72,728,2013-03-01
Heby,70,522,2013-03-01
Heby,0,0,2013-03-01
Hedemora,232,1542,2013-03-01
Helsingborg,1966,1484,2013-03-01
Herrljunga,62,668,2013-03-01
Hjo,32,363,2013-03-01
Hofors,52,546,2013-03-01
Huddinge,1005,987,2013-03-01
Hudiksvall,207,562,2013-03-01
Hultsfred,70,515,2013-03-01
Hylte,91,909,2013-03-01
Håbo,136,683,2013-03-01
Hällefors,71,1016,2013-03-01
Härjedalen,66,643,2013-03-01
Härnösand,517,2114,2013-03-01
Härryda,308,868,2013-03-01
Hässleholm,520,1036,2013-03-01
Höganäs,164,657,2013-03-01
Högsby,42,734,2013-03-01
Hörby,132,884,2013-03-01
Höör,118,757,2013-03-01
Jokkmokk,23,453,2013-03-01
Järfälla,720,1048,2013-03-01
Jönköping,997,766,2013-03-01
Kalix,85,517,2013-03-01
Kalmar,405,635,2013-03-01
Karlsborg,17,253,2013-03-01
Karlshamn,205,657,2013-03-01
Karlskoga,259,873,2013-03-01
Karlskrona,388,608,2013-03-01
Karlstad,805,922,2013-03-01
Katrineholm,346,1057,2013-03-01
Kil,58,492,2013-03-01
Kinda,27,276,2013-03-01
Kiruna,114,494,2013-03-01
Klippan,142,851,2013-03-01
Knivsta,50,324,2013-03-01
Kramfors,135,730,2013-03-01
Kristianstad,727,900,2013-03-01
Kristinehamn,185,776,2013-03-01
Krokom,73,499,2013-03-01
Kumla,195,937,2013-03-01
Kungsbacka,399,518,2013-03-01
Kungsör,39,481,2013-03-01
Kungälv,347,828,2013-03-01
Kävlinge,261,884,2013-03-01
Köping,174,695,2013-03-01
Laholm,187,796,2013-03-01
Landskrona,605,1413,2013-03-01
Laxå,32,575,2013-03-01
Lekeberg,24,329,2013-03-01
Leksand,81,535,2013-03-01
Lerum,230,587,2013-03-01
Lessebo,37,460,2013-03-01
Lidingö,222,495,2013-03-01
Lidköping,231,603,2013-03-01
Lilla Edet,83,653,2013-03-01
Lindesberg,142,615,2013-03-01
Linköping,1204,806,2013-03-01
Ljungby,142,519,2013-03-01
Ljusdal,76,402,2013-03-01
Ljusnarsberg,54,1111,2013-03-01
Lomma,99,442,2013-03-01
Ludvika,144,561,2013-03-01
Luleå,609,810,2013-03-01
Lund,1596,1405,2013-03-01
Lycksele,72,585,2013-03-01
Lysekil,77,535,2013-03-01
