Region;Brott;År;Period;Antal;/100 000 inv
Botkyrka kommun;Stöldbrott;2015;Mar;348;390;
Botkyrka kommun;Bilbrott;2015;Mar;80;90;
Botkyrka kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;195;219;
Botkyrka kommun;Vissa trafikbrott;2015;Mar;82;92;
Botkyrka kommun;Alkohol- och narkotikabrott;2015;Mar;93;104;
Botkyrka kommun;Vapenbrott;2015;Mar;10;11;
Boxholm kommun;Totalt antal brott;2015;Mar;25;469;
Boxholm kommun;Våldsbrott ;2015;Mar;2;38;
Boxholm kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;10;188;
Boxholm kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Boxholm kommun;Stöldbrott;2015;Mar;6;113;
Boxholm kommun;Bilbrott;2015;Mar;2;38;
Boxholm kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;4;75;
Boxholm kommun;Vissa trafikbrott;2015;Mar;0;0;
Boxholm kommun;Alkohol- och narkotikabrott;2015;Mar;0;0;
Boxholm kommun;Vapenbrott;2015;Mar;0;0;
Bromölla kommun;Totalt antal brott;2015;Mar;93;747;
Bromölla kommun;Våldsbrott ;2015;Mar;16;128;
Bromölla kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;15;120;
Bromölla kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;8;
Bromölla kommun;Stöldbrott;2015;Mar;28;225;
Bromölla kommun;Bilbrott;2015;Mar;12;96;
Bromölla kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;13;104;
Bromölla kommun;Vissa trafikbrott;2015;Mar;8;64;
Bromölla kommun;Alkohol- och narkotikabrott;2015;Mar;5;40;
Bromölla kommun;Vapenbrott;2015;Mar;0;0;
Bräcke kommun;Totalt antal brott;2015;Mar;24;372;
Bräcke kommun;Våldsbrott ;2015;Mar;3;46;
Bräcke kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;3;46;
Bräcke kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Bräcke kommun;Stöldbrott;2015;Mar;12;186;
Bräcke kommun;Bilbrott;2015;Mar;5;77;
Bräcke kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;2;31;
Bräcke kommun;Vissa trafikbrott;2015;Mar;0;0;
Bräcke kommun;Alkohol- och narkotikabrott;2015;Mar;1;15;
Bräcke kommun;Vapenbrott;2015;Mar;0;0;
Burlöv kommun;Totalt antal brott;2015;Mar;178;1028;
Burlöv kommun;Våldsbrott ;2015;Mar;15;87;
Burlöv kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;28;162;
Burlöv kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
