Region;Brott;År;Period;Antal;/100 000 inv
Dorotea kommun;Bilbrott;2016 prel.;Jan;1;36;
Dorotea kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;4;146;
Dorotea kommun;Vissa trafikbrott;2016 prel.;Jan;2;73;
Dorotea kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;1;36;
Dorotea kommun;Vapenbrott;2016 prel.;Jan;0;0;
Eda kommun;Totalt antal brott;2016 prel.;Jan;182;2140;
Eda kommun;Våldsbrott ;2016 prel.;Jan;6;71;
Eda kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;14;165;
Eda kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;0;0;
Eda kommun;Stöldbrott;2016 prel.;Jan;22;259;
Eda kommun;Bilbrott;2016 prel.;Jan;5;59;
Eda kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;3;35;
Eda kommun;Vissa trafikbrott;2016 prel.;Jan;14;165;
Eda kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;9;106;
Eda kommun;Vapenbrott;2016 prel.;Jan;3;35;
Ekerö kommun;Totalt antal brott;2016 prel.;Jan;115;426;
Ekerö kommun;Våldsbrott ;2016 prel.;Jan;3;11;
Ekerö kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;19;70;
Ekerö kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;2;7;
Ekerö kommun;Stöldbrott;2016 prel.;Jan;33;122;
Ekerö kommun;Bilbrott;2016 prel.;Jan;9;33;
Ekerö kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;19;70;
Ekerö kommun;Vissa trafikbrott;2016 prel.;Jan;7;26;
Ekerö kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;4;15;
Ekerö kommun;Vapenbrott;2016 prel.;Jan;2;7;
Eksjö kommun;Totalt antal brott;2016 prel.;Jan;104;619;
Eksjö kommun;Våldsbrott ;2016 prel.;Jan;6;36;
Eksjö kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;25;149;
Eksjö kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;0;0;
Eksjö kommun;Stöldbrott;2016 prel.;Jan;38;226;
Eksjö kommun;Bilbrott;2016 prel.;Jan;3;18;
Eksjö kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;4;24;
Eksjö kommun;Vissa trafikbrott;2016 prel.;Jan;5;30;
Eksjö kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;10;60;
Eksjö kommun;Vapenbrott;2016 prel.;Jan;0;0;
Emmaboda kommun;Totalt antal brott;2016 prel.;Jan;96;1056;
Emmaboda kommun;Våldsbrott ;2016 prel.;Jan;20;220;
Emmaboda kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;18;198;
Emmaboda kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;1;11;
Emmaboda kommun;Stöldbrott;2016 prel.;Jan;29;319;
Emmaboda kommun;Bilbrott;2016 prel.;Jan;3;33;
Emmaboda kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;10;110;
Emmaboda kommun;Vissa trafikbrott;2016 prel.;Jan;7;77;
Emmaboda kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;8;88;
Emmaboda kommun;Vapenbrott;2016 prel.;Jan;3;33;
Enköping kommun;Totalt antal brott;2016 prel.;Jan;357;852;
Enköping kommun;Våldsbrott ;2016 prel.;Jan;25;60;
Enköping kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;28;67;
Enköping kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;4;10;
Enköping kommun;Stöldbrott;2016 prel.;Jan;71;169;
Enköping kommun;Bilbrott;2016 prel.;Jan;17;41;
Enköping kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;38;91;
Enköping kommun;Vissa trafikbrott;2016 prel.;Jan;54;129;
Enköping kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;116;277;
Enköping kommun;Vapenbrott;2016 prel.;Jan;8;19;
Eskilstuna kommun;Totalt antal brott;2016 prel.;Jan;1232;1207;
Eskilstuna kommun;Våldsbrott ;2016 prel.;Jan;150;147;
Eskilstuna kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;184;180;
Eskilstuna kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;8;8;
Eskilstuna kommun;Stöldbrott;2016 prel.;Jan;324;317;
Eskilstuna kommun;Bilbrott;2016 prel.;Jan;71;70;
Eskilstuna kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;104;102;
Eskilstuna kommun;Vissa trafikbrott;2016 prel.;Jan;94;92;
Eskilstuna kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;282;276;
Eskilstuna kommun;Vapenbrott;2016 prel.;Jan;26;25;
Eslöv kommun;Totalt antal brott;2016 prel.;Jan;372;1147;
Eslöv kommun;Våldsbrott ;2016 prel.;Jan;34;105;
Eslöv kommun;Hot-, kränknings- och frihetsbrott;2016 prel.;Jan;51;157;
Eslöv kommun;Vårdslöshet- och vållandebrott;2016 prel.;Jan;2;6;
Eslöv kommun;Stöldbrott;2016 prel.;Jan;146;450;
Eslöv kommun;Bilbrott;2016 prel.;Jan;24;74;
Eslöv kommun;Skadegörelsebrott (inkl. mordbrand);2016 prel.;Jan;22;68;
Eslöv kommun;Vissa trafikbrott;2016 prel.;Jan;13;40;
Eslöv kommun;Alkohol- och narkotikabrott;2016 prel.;Jan;25;77;
Eslöv kommun;Vapenbrott;2016 prel.;Jan;10;31;
Essunga kommun;Totalt antal brott;2016 prel.;Jan;39;698;
